name,tweet,source,criado_em,likes,retweets
Billy,"Grupo destinado a venda de conteúdo 🔞

medrado

https://t.co/uQj4AmzeVu

#sexo #hot #packhot #pack #peck #garotadopix #pix #garotasdacamera #cangirl #strimer #private #onlifans #prive",Twitter for Android,23-05-2022 17:17:37,0,0
Billy,"Grupos destinados a vendas de conteúdos 🔞

Grupo da Amy

https://t.co/wjM0MyF7oW

https://t.co/XxiflGoqj1

#sexo #hot #packhot #pack #peck #garotadopix #pix #garotasdacamera #cangirl #strimer #private #onlifans #prive",Twitter for Android,23-05-2022 17:16:40,0,0
Billy,"Grupos destinados a vendas de conteúdos 🔞🔞

Franquia House

https://t.co/qpti3zOVBY

https://t.co/Hw1wUVZiOM

#sexo #hot #packhot #pack #peck #garotadopix #pix #garotasdacamera #cangirl #strimer #private #onlifans #prive",Twitter for Android,23-05-2022 17:15:46,0,0
LADY GRU 💅🏻🔥🧜🏻‍♀️,"Me pagaram R$200,00 em cédulas, o que faz cm esses papeis ? Não lembro mais !  Só faço #pix e #aproximação",Twitter for Android,23-05-2022 15:35:29,0,0
guilherme pedro,Estou precisando tande de um #PIX 😭😞,Twitter for Android,23-05-2022 14:15:08,0,0
Bruna,"Códigos banco bitz pagando R$30,00 disponíveis. 
Deixe seu whats aqui nos comentários quem tiver interesse 
#G1 #publi #Dinheiro #renda #indiqueeganhe #pix #bancobitz #banco #Real #lucro #Brasil #EletrobrasPublica Australia",Twitter for Android,23-05-2022 12:32:31,2,1
Adrielle Silva,"Já que o @elonmusk comprou o Twitter, por $44 bilhões, vou deixar meu PIX aqui pra ele me mandar o que faltou pra completar os 45b ou 50b, afinal é bem melhor trabalhar com números redondos, múltiplos de 5 e 10 kkk
PIX: drikamy2008@hotmail.com
@elonmusk é nois kkk
#PIX
#ElonMusk",Twitter for Android,23-05-2022 12:11:24,0,0
Estoa,"Fintechs usam o Pix para ofertar serviços antes dos bancos

#fintech #pix #bancos
https://t.co/xnXQRV1deC",Twitter Web App,23-05-2022 11:51:15,0,0
SóNotíciaBoa.com.br,"Após vídeo dos óculos viralizar, mãe e filha autista ganham ajuda para tratamento
https://t.co/YA4wRsGehy
#autista #oculos #menina #crianca #tratamento #viral #video #vaquinha #sovaquinhaboa @sovaquinhaboa #PIX #email https://t.co/Lf2GGf2ewm",Twitter Web App,23-05-2022 11:18:36,7,1
¯kafę19`+,"ExstuFù çu Douro, P0rhrA 😳🔥💪🏾 #bbC #Pix https://t.co/lpYbhqwIJi",Twitter Web App,23-05-2022 08:08:17,1,1
gaberu,@cecirsb vaquinha pra ajudar ela #freefrazao #helpleticia #ajuda #caridade #fazer_o_bem_sem_olhar_a_quem #pix #cestabasica,Twitter for iPhone,23-05-2022 03:55:58,0,0
Dama de Ferro,"Pedido especial: Ajudem (quem puder) O @Pedro08057710 A filhinha dele está lutando contra a terrível leucemia. O tratamento é longo e custa caro. Orações até RT ou qualquer doação! 
#Pix 05414214093
https://t.co/S4JcxLt7xi
https://t.co/P7qb2rPR2O",Twitter for Android,23-05-2022 03:11:43,193,82
Pedro🎓⚖pai da HELENA,"@fabifbbr Patriotas🇧🇷, pode ser R$ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 ou qualquer ajuda q sempre será bem vinda!
Até mesmo sua oração ou RT estará nos ajudando. 
E seguimos forte nessa batalha contra #LEUCEMIA 
Forte abraço pessoal e fiquem c/ Deus #PIX 05414214093
https://t.co/lMvKpeCaEH https://t.co/JgZv87sTNQ",Twitter for Android,23-05-2022 02:47:30,186,76
LBank.info,"💫Oferta por tempo limitado durante o mês de Maio. 

Taxa Zero no #Pix do #LBank utilizando o @BanxaOfficial . 

Comece a negociar agora: https://t.co/8mNorja0yI https://t.co/2izXY5EZiH",Twitter Web App,23-05-2022 02:15:42,25,1
Pedro🎓⚖pai da HELENA,"@brom_elisa @jairbolsonaro Pessoal por favor nos ajudem
Nossa filha está c/#Leucemia e nós somos d interior d RS, Venâncio Aires e o tratamento é longo e POA.
Se afastamos d trabalho p/cuidar dela.
Qualquer ajuda é bm vinda até orações ou #Pix CPF 05414214093
Deem #RT e nos ajudem. 
https://t.co/lMvKpeCaEH https://t.co/ImZk188QBF",Twitter for Android,23-05-2022 01:56:54,8,5
Pedro🎓⚖pai da HELENA,"@LucianoHangBr Pessoal por favor nos ajudem
Nossa filha está c/#Leucemia e nós somos d interior d RS, Venâncio Aires e o tratamento é longo e POA.
Se afastamos d trabalho p/cuidar dela.
Qualquer ajuda é bm vinda até orações ou #Pix CPF 05414214093
Deem #RT e nos ajudem. 
https://t.co/lMvKpeCaEH https://t.co/91BSmKo3Wa",Twitter for Android,23-05-2022 01:46:56,17,9
Pedro🎓⚖pai da HELENA,"@BolsonaroSP Pessoal por favor nos ajudem
Nossa filha está c/#Leucemia e nós somos d interior d RS, Venâncio Aires e o tratamento é longo e POA.
Se afastamos d trabalho p/cuidar dela.
Qualquer ajuda é bm vinda até orações ou #Pix CPF 05414214093
Deem #RT e nos ajudem. 
https://t.co/lMvKpeCaEH https://t.co/ZoWuBI6sWc",Twitter for Android,23-05-2022 01:43:34,9,6
Pedro🎓⚖pai da HELENA,"@FlavioBolsonaro Pessoal por favor nos ajudem
Nossa filha está c/#Leucemia e nós somos d interior d RS, Venâncio Aires e o tratamento é longo e POA.
Se afastamos d trabalho p/cuidar dela.
Qualquer ajuda é bm vinda até orações ou #Pix CPF 05414214093
Deem #RT e nos ajudem. 
https://t.co/lMvKpeCaEH https://t.co/ZKLtqxTh2X",Twitter for Android,23-05-2022 01:41:34,5,5
Divulgo as Gordinhas 😍🔥,"⚠️Não perca essa chance⚠️

#rt #PIX #sellingcontnent #gostosa #bbw #gordinhagostosa https://t.co/BzBQemEORq",Twitter for Android,23-05-2022 01:37:29,1,0
Giliane,Pix 7b038f73-c914-46df-bf87-29378717cd53 qualquer valor pode ajudar ele realm está precisando muito meu perfil tem tudo explicado ... #gatos #PIX https://t.co/DvAz0VGeFd,Twitter for Android,22-05-2022 23:59:19,0,0
#LIBERDADE,"Não deixem a guerreira abandonada. Ajudem o canal da Dra. Roberta Lacerda que tem lutado pela liberdade médica e dos verdadeiros tratamentos científicos.
Faça um #PIX para pix@covidflix.com

Não ganho um centavo em ajudar mas minha alma se sente livre. https://t.co/cLoVXzYzsW",Twitter Web App,22-05-2022 23:58:45,1,0
Pedro🎓⚖pai da HELENA,"@DamaresAlves Pessoal por favor nos ajudem
Nossa filha está c/#Leucemia e nós somos d interior d RS, Venâncio Aires e o tratamento é longo e POA.
Se afastamos d trabalho p/cuidar dela.
Qualquer ajuda é bm vinda até orações ou #Pix CPF 05414214093
Deem #RT e nos ajudem. 
https://t.co/lMvKpeCaEH https://t.co/MiWncVXvYb",Twitter for Android,22-05-2022 23:24:56,4,3
BAD GLO,tô triste alguém me manda um pix de 170 reias pra eu comprar um negócio aqui 😭😭😭😭 #pix #sugardady,Twitter for iPhone,22-05-2022 23:18:44,2,0
Pedro🎓⚖pai da HELENA,"@dramayraoficial Pessoal por favor nos ajudem
Nossa filha está c/#Leucemia e nós somos d interior d RS, Venâncio Aires e o tratamento é longo e POA.
Se afastamos d trabalho p/cuidar dela.
Qualquer ajuda é bm vinda até orações ou #Pix CPF 05414214093
Deem #RT e nos ajudem. 
https://t.co/lMvKpeCaEH https://t.co/KgBy4uZhxM",Twitter for Android,22-05-2022 22:37:05,5,4
André,Cuidem com #golpes da mulher sofrida cheia de filhos. Ficam pedindo #pix atrás de fotos de crianças pra comover. São golpistas!!!! Fácil né ? Fica com o rabo no sofá conferindo extrato. Depender de mim....,Twitter for Android,22-05-2022 22:34:33,0,0
Pedro🎓⚖pai da HELENA,"@tarcisiogdf Pessoal por favor nos ajudem
Nossa filha está c/#Leucemia e nós somos d interior d RS, Venâncio Aires e o tratamento é longo e POA.
Se afastamos d trabalho p/cuidar dela.
Qualquer ajuda é bm vinda até orações ou #Pix CPF 05414214093
Deem #RT e nos ajudem. 
https://t.co/lMvKpeCaEH https://t.co/qIxSlP2Kd5",Twitter for Android,22-05-2022 22:31:50,9,8
Pedro🎓⚖pai da HELENA,"@PATRlOTAS Patriotas🇧🇷, pode ser R$ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 ou qualquer ajuda q sempre será bem vinda!
Até mesmo sua oração ou RT estará nos ajudando. 
E seguimos forte nessa batalha contra #LEUCEMIA 
Forte abraço pessoal e fiquem c/ Deus #PIX 05414214093
https://t.co/lMvKpeCaEH",Twitter for Android,22-05-2022 22:29:59,5,5
Pedro🎓⚖pai da HELENA,"@brom_elisa @Juanita61348092 Patriotas🇧🇷, pode ser R$ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 ou qualquer ajuda q sempre será bem vinda!
Até mesmo sua oração ou RT estará nos ajudando. 
E seguimos forte nessa batalha contra #LEUCEMIA 
Forte abraço pessoal e fiquem c/ Deus #PIX 05414214093
https://t.co/lMvKpeCaEH",Twitter for Android,22-05-2022 22:26:10,5,4
Pedro🎓⚖pai da HELENA,"@jairbolsonaro Pessoal por favor nos ajudem
Nossa filha está c/#Leucemia e nós somos d interior d RS, Venâncio Aires e o tratamento é longo e POA.
Se afastamos d trabalho p/cuidar dela.
Qualquer ajuda é bm vinda até orações ou #Pix CPF 05414214093
Deem #RT e nos ajudem. 
https://t.co/lMvKpeCaEH https://t.co/UIn9LPWNuv",Twitter for Android,22-05-2022 22:20:34,10,10
Pedro🎓⚖pai da HELENA,"@fabifbbr @P62minutos @roserochabr @realpfigueiredo @filipebarrost @augustosnunes Pessoal por favor nos ajudem
Nossa filha está c/#Leucemia e nós somos d interior d RS, Venâncio Aires e o tratamento é longo e POA.
Se afastamos d trabalho p/cuidar dela.
Qualquer ajuda é bm vinda até orações ou #Pix CPF 05414214093
Deem #RT e nos ajudem. 
https://t.co/lMvKpeCaEH https://t.co/ye5ODueGFu",Twitter for Android,22-05-2022 22:15:34,8,10
Pedro🎓⚖pai da HELENA,"@MiBolsonaro Patriotas🇧🇷, pode ser R$ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 ou qualquer ajuda q sempre será bem vinda!
Até mesmo sua oração ou RT estará nos ajudando. 
E seguimos forte nessa batalha contra #LEUCEMIA 
Forte abraço pessoal e fiquem c/ Deus #PIX 05414214093
https://t.co/lMvKpeCaEH https://t.co/Hqu3A9S0KH",Twitter for Android,22-05-2022 22:14:13,16,11
Pedro🎓⚖pai da HELENA,"@luislacombereal @oliberal Pessoal por favor nos ajudem
Nossa filha está c/#Leucemia e nós somos d interior d RS, Venâncio Aires e o tratamento é longo e POA.
Se afastamos d trabalho p/cuidar dela.
Qualquer ajuda é bm vinda até orações ou #Pix CPF 05414214093
Deem #RT e nos ajudem. 
https://t.co/lMvKpeCaEH https://t.co/Lg0TdIpjBE",Twitter for Android,22-05-2022 22:05:34,5,4
garciaspbrasil,"por favor nos ajude, estamos sem o que comer em casa

temos crianças com fome, estamos desempregados

se voce puder, faca um doação de qualquer valor

pix 41635727839

deus abencoe

#PIX #pix #sp #sos #solidariedade #deus #socorro #ajuda #igreja #governo #Lula #bolsonaro #globo",Twitter Web App,22-05-2022 21:58:36,0,0
tetragoverdade,"E ao persistirem os sintomas, insista.

#bolodedinheiro #fazumpix #pix em São Paulo, Brazil https://t.co/gB7DLeoCKb",Instagram,22-05-2022 20:39:54,0,0
Pedro🎓⚖pai da HELENA,"@oiIuiz Pessoal por favor nos ajudem
Nossa filha está c/#Leucemia e nós somos d interior d RS, Venâncio Aires e o tratamento é longo e POA.
Se afastamos d trabalho p/cuidar dela.
Qualquer ajuda é bm vinda até orações ou #Pix CPF 05414214093
Deem #RT e nos ajudem. 
https://t.co/lMvKpeCaEH https://t.co/l44Y95of5L",Twitter for Android,22-05-2022 20:38:49,9,4
Rafael Cavalcante,"Hoje sou um homem essentrico do qual com certeza posso dizer que me orgulho 🙂 Obrigado pessoal, seguimos para mais um ano acertivo 😃 

Meu #PIX para depósito é: rafaelicosaedro@gmail.com
Brincadeira 🤣

https://t.co/E4e8Gh128M",Twitter for Android,22-05-2022 18:40:07,0,0
João Piva,São João está chegando.. ...Será que ninguém vai me dá um #pix de Presente.....😭😔 https://t.co/ZlTqYgbqoH,Twitter for Android,22-05-2022 17:43:21,36,3
Pedro🎓⚖pai da HELENA,"@jairbolsonaro @jwab67 Pessoal por favor nos ajudem
Nossa filha está c/#Leucemia e nós somos d interior d RS, Venâncio Aires e o tratamento é longo e POA.
Se afastamos d trabalho p/cuidar dela.
Qualquer ajuda é bm vinda até orações ou #Pix CPF 05414214093
Deem #RT e nos ajudem. 
https://t.co/lMvKpeCaEH https://t.co/AD78VFz3Tq",Twitter for Android,22-05-2022 16:38:55,7,6
Pedro🎓⚖pai da HELENA,"@oiIuiz Patriotas🇧🇷, pode ser R$ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 ou qualquer ajuda q sempre será bem vinda!
Até mesmo sua oração ou RT estará nos ajudando. 
E seguimos forte nessa batalha contra #LEUCEMIA 
Forte abraço pessoal e fiquem c/ Deus #PIX 05414214093
https://t.co/lMvKpeCaEH",Twitter for Android,22-05-2022 16:36:46,1,1
Pedro🎓⚖pai da HELENA,"@jairbolsonaro @taoquei1 @PRFBrasil Pessoal por favor nos ajudem
Nossa filha está c/#Leucemia e nós somos d interior d RS, Venâncio Aires e o tratamento é longo e POA.
Se afastamos d trabalho p/cuidar dela.
Qualquer ajuda é bm vinda até orações ou #Pix CPF 05414214093
Deem #RT e nos ajudem. 
https://t.co/lMvKpeCaEH https://t.co/jayOrdzK5E",Twitter for Android,22-05-2022 16:24:55,9,8
Pedro🎓⚖pai da HELENA,"@dramayraoficial @orlandodematos1 @LulaOficial Patriotas🇧🇷, pode ser R$ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 ou qualquer ajuda q sempre será bem vinda!
Até mesmo sua oração ou RT estará nos ajudando. 
E seguimos forte nessa batalha contra #LEUCEMIA 
Forte abraço pessoal e fiquem c/ Deus #PIX 05414214093
https://t.co/lMvKpeCaEH",Twitter for Android,22-05-2022 16:16:19,4,0
Pedro🎓⚖pai da HELENA,"@oiIuiz Patriotas🇧🇷, pode ser R$ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 ou qualquer ajuda q sempre será bem vinda!
Até mesmo sua oração ou RT estará nos ajudando. 
E seguimos forte nessa batalha contra #LEUCEMIA 
Forte abraço pessoal e fiquem c/ Deus #PIX 05414214093
https://t.co/lMvKpeCaEH",Twitter for Android,22-05-2022 16:15:04,1,1
Pedro🎓⚖pai da HELENA,"@jrguzzofatos Patriotas🇧🇷, pode ser R$ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 ou qualquer ajuda q sempre será bem vinda!
Até mesmo sua oração ou RT estará nos ajudando. 
E seguimos forte nessa batalha contra #LEUCEMIA 
Forte abraço pessoal e fiquem c/ Deus #PIX 05414214093
https://t.co/lMvKpeCaEH",Twitter for Android,22-05-2022 16:09:06,1,1
Lucas,Alguém mais com dificuldade de fazer #Pix pelo @BancodoBrasil? Estou tentando agora e dá a mensagem que não estou logado e que preciso fazer o login novamente!,Twitter for Android,22-05-2022 15:50:41,1,0
PNotícias,"Bancos oferecem compras parceladas via Pix - https://t.co/ShSU98zg8w 
#PNotícias #News #últimasnotícias #EmpurraPiatã #PiatãFM #economia #banco #pix #parcelado https://t.co/ldoFhgQV68",Etus Brasil,22-05-2022 15:20:06,0,0
¯kafę19`+,Quero cartão Virtul Crédito 😕 Master #Bbc #pix pix News,Twitter Web App,22-05-2022 14:24:29,1,1
Sr. Macaco - Sociedade Ilustrada,"Se eu puder me dedicar mais, terei mais tempo para não só produzir os posts como também muitos outros tipos de conteúdo. #apoio #pix #apoieoartista https://t.co/UlwfxhsNJF",Twitter for Android,22-05-2022 14:06:04,63,12
¯kafę19`+,"#Fora @DanielaMercury ,Lula; o Swyng da Cor agora é #SHAKYRA k 😳🙃😂😘 #bbc #pix #Diegor #News #AltasHoras",Twitter Web App,22-05-2022 14:01:27,1,1
BK bank,"Hoje é o Dia Mundial Do Abraço, comemore dando um abração em quem você gosta! Se estiver longe, faz aquele Pix! Toda demonstração de amor é válida!
.
#diadoabraco #pix #cartao #contadigital #tecnologia #app #financas #seudinheiro #voucher #ecommerce #pagamento #empresa https://t.co/ObgMTVOByr",mLabs - Gestão de Redes Sociais,22-05-2022 12:20:02,0,0
Leumas Mercado Online,"PODE COMENTAR QUANTAS VEZES QUISER COM SEGUNDO CÓDIGO ADQUIRIDO COMIGO NO WHATSAPP, SIGAM REGRAS CONFORME NA DESCRIÇÃO ACIMA, SEGUNDO CÓDIGO E ÚNICO E INTRASFERÍVEL, COMENTE SOMENTE COM SEU CÓDIGO ADQUIRIDO.
-
#pix #o #dinheiro #photo #instagram #brasil #picpay #instagood #marke",Twitter for Android,22-05-2022 07:23:15,0,0
Frente Politica,"SEGUNDO CÓDIGO E ÚNICO E INTRASFERÍVEL, COMENTE SOMENTE COM SEU CÓDIGO ADQUIRIDO.
-
#pix #o #dinheiro #photo #instagram #brasil #picpay #instagood #marketingdigital #dinheiroextra #empreendedorismo #pagamento #dinheiroonline #credito #bancocentral #sorteio #contadigital #pago",Twitter for Android,22-05-2022 07:16:17,0,1
Pdb🍹Pub Drink Beer,"SEGUNDO CÓDIGO E ÚNICO E INTRASFERÍVEL, COMENTE SOMENTE COM SEU CÓDIGO ADQUIRIDO.
-
#pix #o #dinheiro #photo #instagram #brasil #picpay #instagood #marketingdigital #dinheiroextra #empreendedorismo #pagamento #dinheiroonline #credito #bancocentral #sorteio #contadigital #pago",Twitter for Android,22-05-2022 07:10:30,0,0
Abner A. Borlenghi,"Pedido especial: Ajudem (quem puder) o @Pedro08057710 . A filhinha dele está lutando contra a terrível leucemia. O tratamento é longo e custa caro.

Orações ou qualquer doação!
 #Pix 05414214093

https://t.co/1rnh3wywxn https://t.co/uXjm1OaW0H",Twitter for Android,22-05-2022 04:26:42,0,0
Pedro🎓⚖pai da HELENA,"@oiIuiz Patriotas🇧🇷, pode ser R$ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 ou qualquer ajuda q sempre será bem vinda!
Até mesmo sua oração ou RT estará nos ajudando. 
E seguimos forte nessa batalha contra #LEUCEMIA 
Forte abraço pessoal e fiquem c/ Deus #PIX 05414214093
https://t.co/lMvKpeCaEH https://t.co/Oa090babKj",Twitter for Android,22-05-2022 01:59:41,12,13
Robbinh0,Só queria um #PIX de 1.000 reais agora,Twitter for Android,21-05-2022 23:07:26,0,0
Dama de Ferro,"Pedido especial: Ajudem (quem puder) O @Pedro08057710 A filhinha dele está lutando contra a terrível leucemia. O tratamento é longo e custa caro. Orações até RT ou qualquer doação! 
#Pix 05414214093
https://t.co/S4JcxLt7xi
https://t.co/P7qb2rPR2O https://t.co/zvl0HlVY80",Twitter for Android,21-05-2022 22:56:31,406,188
Pedro🎓⚖pai da HELENA,"@jairbolsonaro Pessoal por favor nos ajudem
Nossa filha está c/#Leucemia e nós somos d interior d RS, Venâncio Aires e o tratamento é longo e POA.
Se afastamos d trabalho p/cuidar dela.
Qualquer ajuda é bm vinda até orações ou #Pix CPF 05414214093
Deem #RT e nos ajudem. 
https://t.co/lMvKpeCaEH https://t.co/IWaogP7C6X",Twitter for Android,21-05-2022 21:55:28,17,7
Pedro🎓⚖pai da HELENA,"@jairbolsonaro Pessoal por favor nos ajudem
Nossa filha está c/#Leucemia e nós somos d interior d RS, Venâncio Aires e o tratamento é longo e POA.
Se afastamos d trabalho p/cuidar dela.
Qualquer ajuda é bm vinda até orações ou #Pix CPF 05414214093
Deem #RT e nos ajudem. 
https://t.co/lMvKpeCaEH https://t.co/7KM8Xj6Z5L",Twitter for Android,21-05-2022 21:53:07,17,12
Pedro🎓⚖pai da HELENA,"@jairbolsonaro Pessoal por favor nos ajudem
Nossa filha está c/#Leucemia e nós somos d interior d RS, Venâncio Aires e o tratamento é longo e POA.
Se afastamos d trabalho p/cuidar dela.
Qualquer ajuda é bm vinda até orações ou #Pix CPF 05414214093
Deem #RT e nos ajudem. 
https://t.co/lMvKpeCaEH https://t.co/bgwy4iqa2X",Twitter for Android,21-05-2022 21:51:58,12,8
Pedro🎓⚖pai da HELENA,"@salimmattarbr Patriotas🇧🇷, pode ser R$ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 ou qualquer ajuda q sempre será bem vinda!
Até mesmo sua oração ou RT estará nos ajudando. 
E seguimos forte nessa batalha contra #LEUCEMIA 
Forte abraço pessoal e fiquem c/ Deus #PIX 05414214093
https://t.co/lMvKpeCaEH",Twitter for Android,21-05-2022 21:46:11,3,0
Pedro🎓⚖pai da HELENA,"@silvionavarro Patriotas🇧🇷, pode ser R$ 1, 2, 3, 4, 5, 6, 7, 8, 9, 10 ou qualquer ajuda q sempre será bem vinda!
Até mesmo sua oração ou RT estará nos ajudando. 
E seguimos forte nessa batalha contra #LEUCEMIA 
Forte abraço pessoal e fiquem c/ Deus #PIX 05414214093
https://t.co/lMvKpeCaEH",Twitter for Android,21-05-2022 21:38:43,3,1
garciaspbrasil,"por favor nos ajude, estamos sem o que comer em casa

temos crianças com fome, estamos desempregados

se voce puder, faca um doação de qualquer valor

pix 41635727839

deus abencoe

#PIX #pix #sp #sos #solidariedade #deus #socorro #ajuda #igreja #governo #Lula #bolsonaro #globo",Twitter Web App,21-05-2022 20:34:41,1,0
ReidoPalpite,"Bolão mês de MAIO 2022 valendo prêmios em #PIX !!! 

1º LUGAR NO RANKING R$ 200,00💸
2º LUGAR  R$ 75,00💸
3º LUGAR  R$ 25,00💸

ACESSE https://t.co/dTISCX6sL8 100% GRÁTIS https://t.co/sYpL47Rnb7",Twitter for Android,21-05-2022 18:54:25,2,5
Vieira ❤️‍🔥,Leitada Massa 🔥🤤 #rt #pix #sdv #boys https://t.co/RTLgncAow6,Twitter for iPhone,21-05-2022 18:43:15,67,8
alex toledo,@nubank acabei de fazer pix p Carregar saldo no 99 e acho q um DOC demoraria menos ….#Nubank #ruim #pix,Twitter for iPhone,21-05-2022 17:36:42,0,0
JairMarchi,"@jairbolsonaro Estou aguardando um suporte de celular para a moto, pago com #PIX, para a #Shopee a entrega prometida para 7 dias virou 30 dias, #péssima_experiência #garantia estendida? Nunca!",Twitter Web App,21-05-2022 16:54:07,0,0
GI0DO,"@Diog0_Xavier_

#liveopen
#LIVEON 
#LiveOnTwitch 
#LeagueOfLegends 
#todosporumm
#ranqueada
#ranked 
#streaming 
#Gameplay 
#stream
@RiotGamesBrasil

#diamond
#gomaster
#pdl
#AMA
#pix
#suporte

https://t.co/0Jon7D6tc5

cola lá mamo todos sz",Twitter Web App,21-05-2022 15:10:19,0,0
beto,"O site tá no ar, apostem pelo link p me dá uma força.
https://t.co/lz9n2rjRwE
#rendaexetra
#aposta
#rendaemcasa
#dinheiro
#aposta
#pix
#facil
#ganhofacil
#apostadegraca
#pixbet https://t.co/qOxJXPDOGW",Twitter Web App,21-05-2022 13:11:45,0,0
KrisMav 🖤💪🏽🇧🇷🇮🇹,"@AraciBrasil @jairbolsonaro Esquerdista nem deveria usar #Pix , né? Pois são contra tudo o que Bolsonaro faz. #BolsonaroReeleitoEm2022",Twitter for iPhone,21-05-2022 12:18:26,0,0
Pedro🎓⚖pai da HELENA,"@jairbolsonaro Pessoal por favor nos ajudem
Nossa filha está c/#Leucemia e nós somos d interior d RS, Venâncio Aires e o tratamento é longo e POA.
Se afastamos d trabalho p/cuidar dela.
Qualquer ajuda é bm vinda até orações ou #Pix CPF 05414214093
Deem #RT e nos ajudem. 
https://t.co/lMvKpeCaEH https://t.co/MWciiUdomK",Twitter for Android,21-05-2022 11:25:54,13,11
Pedro🎓⚖pai da HELENA,"@CarlosBolsonaro Pessoal por favor nos ajudem
Nossa filha está c/#Leucemia e nós somos d interior d RS, Venâncio Aires e o tratamento é longo e POA.
Se afastamos d trabalho p/cuidar dela.
Qualquer ajuda é bm vinda até orações ou #Pix CPF 05414214093
Deem #RT e nos ajudem. 
https://t.co/lMvKpeCaEH https://t.co/TBcvditA15",Twitter for Android,21-05-2022 11:08:53,9,7
